"surface_name","surface_kind","base_template","hidden","item_count","default_view_url","operational_cluster","use_now","live_state","notes","evidence_ref"
"Activos del sitio","library","101","False","4","/sites/SYS-GobiernoOperativo-PILOTO/SiteAssets/Forms/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"AGT_Agentes","list","100","False","13","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Agentes/AllItems.aspx","agent","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"AGT_Feedback","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Feedback/AllItems.aspx","agent","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"AGT_Guardrails","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Guardrails/AllItems.aspx","agent","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"AGT_Runs","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Runs/AllItems.aspx","agent","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"ALT_Alertas","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/ALT_Alertas/Activos.aspx","alerts","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"appdata","other","125","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/appdata","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"appfiles","other","126","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/appfiles","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"AUD_Auditorias","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AUD_Auditorias/AllItems.aspx","audit","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Biblioteca de estilos","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Style Library/Forms/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Biblioteca de registros de mantenimiento","other","175","True","2","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/MaintenanceLogs/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"CHG_Cambios","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/CHG_Cambios/Activos.aspx","change","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Detalle de Datos Cargados","list","100","False","10","/sites/SYS-GobiernoOperativo-PILOTO/DetalleDatosCargados/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Diseños compuestos","other","124","True","18","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/design/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"DO_NOT_DELETE_SPLIST_SITECOLLECTION_AGGREGATED_CONTENTTYPES","list","100","True","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/DO_NOT_DELETE_SPLIST_SITECOLLECTION_AGGREGATED_CONTENTTYPES/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Documentos","library","101","False","103","/sites/SYS-GobiernoOperativo-PILOTO/Shared Documents/Forms/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"ESC_Escalamientos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/ESC_Escalamientos/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"EVD_Evidencias","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/EVD_Evidencias/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"EvidenciasCarga","library","101","False","20","/sites/SYS-GobiernoOperativo-PILOTO/EvidenciasCarga/Forms/AllItems.aspx","evidence_library","active","confirmed","evidence library for load artifacts","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Formularios convertidos","other","10102","True","0","/sites/SYS-GobiernoOperativo-PILOTO/IWConvertedForms/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Galería de elementos web","other","113","True","22","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/wp/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Galería de páginas principales","other","116","True","175","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/masterpage/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Galería de plantillas de listas","other","114","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/lt/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Galería de soluciones","other","121","True","0","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/solutions/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Galería de temas","other","123","True","41","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/theme/Forms/AllItems.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"INC_Incidentes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/INC_Incidentes/Activos.aspx","incident","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"KB_Articulos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/KB_Articulos/AllItems.aspx","knowledge","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"KB_ErroresRecurrentes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/KB_ErroresRecurrentes/AllItems.aspx","knowledge","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_AgentPrompts","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_AgentPrompts/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_DesignSystem","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_DesignSystem/Forms/AllItems.aspx","library","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_DiccionarioCanonico","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_DiccionarioCanonico/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_EvidenciaTecnica","library","101","False","6","/sites/SYS-GobiernoOperativo-PILOTO/LIB_EvidenciaTecnica/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_ExportacionesControladas","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_ExportacionesControladas/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_Formacion","library","101","False","2","/sites/SYS-GobiernoOperativo-PILOTO/LIB_Formacion/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_GobiernoSistemas","library","101","False","20","/sites/SYS-GobiernoOperativo-PILOTO/LIB_GobiernoSistemas/Forms/AllItems.aspx","governance_core","active","confirmed","main governance bundle library","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_KnowledgeBase","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_KnowledgeBase/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_PilotoPermisosControlados","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_PilotoPermisosControlados/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_Plantillas","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_Plantillas/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_PuenteDocumental_SGIN","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_PuenteDocumental_SGIN/Forms/AllItems.aspx","library","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_ReplicaOperativa","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_ReplicaOperativa/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_Runbooks","library","101","False","8","/sites/SYS-GobiernoOperativo-PILOTO/LIB_Runbooks/Forms/AllItems.aspx","library","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"LIB_VozInstitucional","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_VozInstitucional/Forms/AllItems.aspx","library","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Lista de información del usuario","other","112","True","15","/sites/SYS-GobiernoOperativo-PILOTO/_catalogs/users/detail.aspx","site_surface","defer","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"NTF_Notificaciones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/NTF_Notificaciones/AllItems.aspx","notification","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Páginas del sitio","other","119","False","5","/sites/SYS-GobiernoOperativo-PILOTO/SitePages/Forms/ByAuthor.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Plantillas de formulario","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/FormServerTemplates/Forms/All Forms.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"REG_GitSharePoint_Control","list","100","False","6","/sites/SYS-GobiernoOperativo-PILOTO/Lists/REG_GitSharePoint_Control/Activos por estado.aspx","registry","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"Registro de Cargas","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/RegistroCargas/AllItems.aspx","site_surface","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"REL_Releases","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/REL_Releases/AllItems.aspx","release","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"REQ_Solicitudes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/REQ_Solicitudes/AllItems.aspx","request","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_Actas","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Actas/AllItems.aspx","sdu","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_Agentes","list","100","False","14","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Agentes/AllItems.aspx","sdu","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_BacklogEstrategico","list","100","False","11","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_BacklogEstrategico/AllItems.aspx","backlog_visible","active","confirmed","visible backlog target; default view fields expanded to show operational order","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_BitacoraUniversal","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_BitacoraUniversal/AllItems.aspx","sdu","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_Comunicaciones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Comunicaciones/AllItems.aspx","sdu","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_EjecucionesAgente","list","100","False","1","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_EjecucionesAgente/AllItems.aspx","sdu","active","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_EventosDeclarativos","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_EventosDeclarativos/AllItems.aspx","sdu","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_Evidencias","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Evidencias/AllItems.aspx","sdu","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
"SD_KPIs","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_KPIs/AllItems.aspx","sdu","review","confirmed","live site surface from current inventory","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList"
