"registry_id","generated_at_utc","tenant_domain","tenant_id_hash","display_name","app_object_hash","app_id_hash","publisher_domain","sign_in_audience","created_date_utc","disabled_by_microsoft_status","is_disabled","owner_read_status","owner_count","owner_domains","owner_hashes","required_resource_count","required_access_count","required_delegated_scope_count","required_application_role_count","required_resource_display_names","app_role_count","exposed_oauth2_scope_count","identifier_uri_count","redirect_uri_count","password_credential_count","password_credential_expired_count","password_credential_expires_30d_count","password_credential_nearest_end_utc","key_credential_count","key_credential_expired_count","key_credential_expires_30d_count","key_credential_nearest_end_utc","visible_service_principal_hash","governance_status","risk_flags","blocked_actions","rollback","stop_condition"
"entra.app.32d72b0a767d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Actas (Microsoft Copilot Studio)","32d72b0a767d","3fb4ca55f8af","registronotarial8tdf.com.ar","AzureADMyOrg","11/18/2025 23:31:38","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","5","40","40","0","Microsoft Flow Service;Microsoft Graph;Microsoft Rights Management Services;Office 365 Management APIs;Office 365 SharePoint Online","0","0","0","0","0","0","0","","0","0","0","","7643462858f6","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","DELEGATED_SCOPE_REQUESTED","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.2aa71b4a8d30","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adaptive Card Gallery (Microsoft Copilot Studio)","2aa71b4a8d30","5e05e8bcceb2","registronotarial8tdf.com.ar","AzureADMyOrg","12/22/2025 01:19:40","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","9dd565e149de","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.dcd246414782","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat for Microsoft Teams","dcd246414782","569b6ffd5714","registronotarial8tdf.com.ar","AzureADMyOrg","11/17/2025 00:58:43","","","READ_OK_SANITIZED","0","","","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","65e476c3304f","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","NO_OWNER_VISIBLE","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.7a2d9bf2f59b","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat for Microsoft Word, Excel, and PowerPoint","7a2d9bf2f59b","808271549026","escribaniabitsch.onmicrosoft.com","AzureADMyOrg","03/03/2023 20:35:12","","","READ_OK_SANITIZED","0","","","0","0","0","0","","0","1","1","0","0","0","0","","0","0","0","","fe38adcaa3c6","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","NO_OWNER_VISIBLE","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.39b42ef93921","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft Outlook","39b42ef93921","b07f679598c0","registronotarial8tdf.com.ar","AzureADMyOrg","11/17/2025 00:57:37","","","READ_OK_SANITIZED","0","","","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","5e1868c5a619","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","NO_OWNER_VISIBLE","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.12ebf99e6e10","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft Teams and Microsoft 365","12ebf99e6e10","796821a81902","registronotarial8tdf.com.ar","AzureADMyOrg","11/17/2025 00:57:39","","","READ_OK_SANITIZED","0","","","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","19e2d062657c","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","NO_OWNER_VISIBLE","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.b72c3a49b7be","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft Word and PowerPoint","b72c3a49b7be","b9b9992dd232","registronotarial8tdf.com.ar","AzureADMyOrg","11/17/2025 00:57:37","","","READ_OK_SANITIZED","0","","","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","07172c8ad97e","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","NO_OWNER_VISIBLE","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.524320a22e31","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","524320a22e31","e0140a6951bd","registronotarial8tdf.com.ar","AzureADMyOrg","12/05/2025 20:04:37","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","f00f8f5659ac","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.b428e9046bf2","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent 365 CLI","b428e9046bf2","7e11725ebe1c","registronotarial8tdf.com.ar","AzureADMyOrg","05/31/2026 01:01:02","","","READ_OK_SANITIZED","0","","","2","2","2","0","Microsoft Graph;Work IQ Tools","0","0","0","3","0","0","0","","0","0","0","","756b5300ce12","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","DELEGATED_SCOPE_REQUESTED|NO_OWNER_VISIBLE","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.34d886646fcc","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente (Microsoft Copilot Studio)","34d886646fcc","b5505f3c8620","registronotarial8tdf.com.ar","AzureADMyOrg","04/24/2025 18:50:01","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","7f5ef2867670","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.54c12d34b3b2","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente 1 (Microsoft Copilot Studio)","54c12d34b3b2","c716ae731cab","registronotarial8tdf.com.ar","AzureADMyOrg","12/22/2025 07:57:04","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","d182ad5b618a","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.66888ad3b34d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Auditor de Escrituraciones (Microsoft Copilot Studio)","66888ad3b34d","417e713dabff","registronotarial8tdf.com.ar","AzureADMyOrg","11/20/2025 14:11:26","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","1498d4bd45e2","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.11b4049c529a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Case Management Agent (Microsoft Copilot Studio)","11b4049c529a","dc5adfa6a9bb","registronotarial8tdf.com.ar","AzureADMyOrg","01/13/2026 07:38:59","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","120412a158c6","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.c460fabd5bb3","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copilot in Dynamics 365 Sales (Microsoft Copilot Studio)","c460fabd5bb3","e18534344e30","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 06:57:11","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","5503d5ba965d","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.a21fa77e936d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Copiloto �Playbook NotebookLM� (Microsoft Copilot Studio)","a21fa77e936d","9991b6e284a2","registronotarial8tdf.com.ar","AzureADMyOrg","11/15/2025 03:28:51","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","ec2199d771a1","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.6e1647fb22c6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Creador de Copilots 365 (Microsoft Copilot Studio)","6e1647fb22c6","c7d303604f1c","registronotarial8tdf.com.ar","AzureADMyOrg","11/27/2025 05:31:26","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","86a96eb6c305","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.7b689a382180","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Creador estrat�gico  (Microsoft Copilot Studio)","7b689a382180","e68236ba1eda","registronotarial8tdf.com.ar","AzureADMyOrg","11/27/2025 04:29:09","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","9582a7304b3f","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.45923493c2c9","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Customer Service Copilot Bot (Microsoft Copilot Studio)","45923493c2c9","e8a1a1292e44","registronotarial8tdf.com.ar","AzureADMyOrg","01/13/2026 07:17:05","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","2a7300e9b807","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.98b51a159aa6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Customer Service Email Sentiment Generator (Microsoft Copilot Studio)","98b51a159aa6","b70cb44d4d16","registronotarial8tdf.com.ar","AzureADMyOrg","01/17/2026 03:33:13","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","97858b5daff9","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
