"canonical_id","source_system","source_path","status","sha256","row_count","domain"
"agent_capability_graph_20260603","github_repo",".agents/codex/matrices/AGENT_CAPABILITY_GRAPH_20260603.csv","CANDIDATE_METADATA_ONLY","4b41ce35c7fc075dfaa8356b8c4b9f53c0c6da61b978b3b7571da44876bb8441","30","capability_control_plane"
"agent_default_skill_assignment_matrix","github_repo",".agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","1907083d9bb7dad44baf6432098fb975b08a4bc5fc4b6b842e5a7b5d72e5ab47","14","capability_control_plane"
"agent_governance_matrix","github_repo",".agents/codex/matrices/AGENT_GOVERNANCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","924f8898bb1730ca1a85cfee993bf13f6457ca3d94c047f4e1841f99e33251c3","14","capability_control_plane"
"agent_tool_recipe_skill_matrix","github_repo",".agents/codex/matrices/AGENT_TOOL_RECIPE_SKILL_MATRIX.csv","CANDIDATE_METADATA_ONLY","7546527317c3aa6c9396e41ba3c13d207263e07803d802c737ad14da2773569a","14","capability_control_plane"
"agent_workpapers_matrix","github_repo",".agents/codex/matrices/AGENT_WORKPAPERS_MATRIX.csv","CANDIDATE_METADATA_ONLY","4f69eba37df21f3f696bbc9af4214786095a05850de20c22f6a186029c92cbd1","14","capability_control_plane"
"agents_instruction_surface_matrix","github_repo",".agents/codex/matrices/AGENTS_INSTRUCTION_SURFACE_MATRIX.csv","CANDIDATE_METADATA_ONLY","6d269908b61a6007db992028b11742bbeac9a36a5fb0f96e8bd1df137ae00cc7","8","capability_control_plane"
"agents_sdk_baseline_gate_20260603","github_repo",".agents/codex/matrices/AGENTS_SDK_BASELINE_GATE_20260603.csv","CANDIDATE_METADATA_ONLY","b1fdd306b69df3bb8c0f931656716db046b163fb1b26db5687937dbde680f032","1","capability_control_plane"
"autonomous_agent_execution_matrix_20260602","github_repo",".agents/codex/matrices/AUTONOMOUS_AGENT_EXECUTION_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","8463dec14a0a29a0e30aaed2a878c3260555f5f4dc5e94e5b9f750c05f8f82d1","30","capability_control_plane"
"cabina_current_state_review_20260603","github_repo",".agents/codex/matrices/CABINA_CURRENT_STATE_REVIEW_20260603.csv","CANDIDATE_METADATA_ONLY","558a91caec83efe37e5bb41c87078b91dd6b799a396cb146a466d7b287292290","18","governance_matrix"
"cabina_full_live_global_canon_matrix_20260603","github_repo",".agents/codex/matrices/CABINA_FULL_LIVE_GLOBAL_CANON_MATRIX_20260603.csv","CANDIDATE_METADATA_ONLY","c988c882dbe0a550b84a9592b0761e4b1ab1b834deef3011a45075fb7796d428","12","repo_runtime_surface"
"cabina_universal_repo_alignment_matrix","github_repo",".agents/codex/matrices/CABINA_UNIVERSAL_REPO_ALIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","7e7b8d4765a37772da966d6a128fa134cbdf7440f7a70f66817ac27f4e8e9da7","13","repo_runtime_surface"
"canon_patch_extended_reconciliation_20260603","github_repo",".agents/codex/matrices/CANON_PATCH_EXTENDED_RECONCILIATION_20260603.csv","CANDIDATE_METADATA_ONLY","93175c375f9f5d92eabb5c6e7100c9ea06d03fd570956220e26fd8d14df96781","9","canon_authority_chain"
"canonical_index_lineage_audit","github_repo",".agents/codex/matrices/CANONICAL_INDEX_LINEAGE_AUDIT.csv","CANDIDATE_METADATA_ONLY","375a01ae2ce95e9f9fcb146fb5be3457eba4503dee0092f5209551b3470ed1d9","7","canon_authority_chain"
"canonical_state_supersession_20260603","github_repo",".agents/codex/matrices/CANONICAL_STATE_SUPERSESSION_20260603.csv","CANDIDATE_METADATA_ONLY","3f2fd79283ca1156ced5f05711626770212dce90b57467f697f68393c44affef","8","canon_authority_chain"
"capability_graph_canon_20260603","github_repo",".agents/codex/matrices/CAPABILITY_GRAPH_CANON_20260603.csv","CANDIDATE_METADATA_ONLY","c0fec7814fc18a6cbd70e15ffabd3ac1c013feadc21591b1c96ea1895f9e0290","23","capability_control_plane"
"capability_import_decision_matrix","github_repo",".agents/codex/matrices/CAPABILITY_IMPORT_DECISION_MATRIX.csv","CANDIDATE_METADATA_ONLY","74156533494bcb173ccf487d59d01c9e9cf38b362cc3632c1052251c1cb88926","18","capability_control_plane"
"capability_matrix","github_repo",".agents/codex/matrices/CAPABILITY_MATRIX.csv","CANDIDATE_METADATA_ONLY","d4356a88a806b2070f325d9b9102a8f60b3066bae5c8a32d13e230c97876d94c","30","capability_control_plane"
"capability_source_inventory","github_repo",".agents/codex/matrices/CAPABILITY_SOURCE_INVENTORY.csv","CANDIDATE_METADATA_ONLY","b2cb77979148c96eb2888de3d35b0e26fcf2570cb9ed907c8ea34bf22133cc69","14","capability_control_plane"
"capability_use_hardening_matrix","github_repo",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv","CANDIDATE_METADATA_ONLY","bb77b0574f45ee02172b591b223b34a4b66163cfbf233ca9668ad18c7393ae7e","11","capability_control_plane"
"change_aware_impact_graph","github_repo",".agents/codex/matrices/CHANGE_AWARE_IMPACT_GRAPH.csv","CANDIDATE_METADATA_ONLY","5bec4de67f645b395c680a36cd629d877487ace5f3fb7a410618ad5ee1a04565","18","validation_and_evidence"
"change_aware_risk_policy","github_repo",".agents/codex/matrices/CHANGE_AWARE_RISK_POLICY.csv","CANDIDATE_METADATA_ONLY","e0ad0f8fb06cb090e54a73fe20ab3e01db7aa3bbe77a6cb907e31c24ec1f0ad7","18","validation_and_evidence"
"change_aware_test_manifest","github_repo",".agents/codex/matrices/CHANGE_AWARE_TEST_MANIFEST.csv","CANDIDATE_METADATA_ONLY","52310be24c1e3492738aa848c9e0da181c439825dab4d335537b610414ec1004","19","validation_and_evidence"
"codex_app_local_environment_matrix_20260602","github_repo",".agents/codex/matrices/CODEX_APP_LOCAL_ENVIRONMENT_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","3a622cb669e6203f454d30dfcb7f48a9577219d85d5235f2fa8d6b4f9d0e24b0","1","governance_matrix"
"codex_cloud_cabina_activation_gate_20260603","github_repo",".agents/codex/matrices/CODEX_CLOUD_CABINA_ACTIVATION_GATE_20260603.csv","CANDIDATE_METADATA_ONLY","6d96c87e38a3b3f5c856549286676a6f2fba8c4f7913941ed102cb0742ba8071","1","validation_and_evidence"
"codex_cloud_environment_inventory_20260602","github_repo",".agents/codex/matrices/CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv","CANDIDATE_METADATA_ONLY","070223354efb6b32671ce1b8a1b39a0aa2714e7b0517aef8549441f2ed7095ee","14","repo_runtime_surface"
"codex_cloud_governed_lane_matrix","github_repo",".agents/codex/matrices/CODEX_CLOUD_GOVERNED_LANE_MATRIX.csv","CANDIDATE_METADATA_ONLY","4ffa8418b586750351604cc507f24f2c05bdb7d3024a7e5630f2aa9a5f5d2f80","11","repo_runtime_surface"
"codex_cloud_live_lane_finalization_20260602","github_repo",".agents/codex/matrices/CODEX_CLOUD_LIVE_LANE_FINALIZATION_20260602.csv","CANDIDATE_METADATA_ONLY","8ea192f8e7af32e2c8abd0fbf88feabe6bad2ae0b29732c9291731b0beb42e17","14","repo_runtime_surface"
"codex_cloud_repo_discovery_matrix_20260602","github_repo",".agents/codex/matrices/CODEX_CLOUD_REPO_DISCOVERY_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","35c2007a8cdffdba502a16007f9aa70458fc5fb8ee4c32a5c04246f920d2d532","7","repo_runtime_surface"
"codex_environment_creation_queue_20260602","github_repo",".agents/codex/matrices/CODEX_ENVIRONMENT_CREATION_QUEUE_20260602.csv","CANDIDATE_METADATA_ONLY","cdbed0a388891c2482fcdd5f6303b66bfe00e75e46c2e5afd0d72e07ee2791fb","16","governance_matrix"
"coverage_exception_registry","github_repo",".agents/codex/matrices/COVERAGE_EXCEPTION_REGISTRY.csv","CANDIDATE_METADATA_ONLY","6c30f663fd6ca566f56e4700d27286ce602a19568e60d0e1c9c4245d7b1eae81","1","governance_matrix"
"d_drive_enrichment_matrix","github_repo",".agents/codex/matrices/D_DRIVE_ENRICHMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","c711c8827efa9e8f2d66de1a88232acef165ad85a633feafa86690ca22cfd924","5","governance_matrix"
"document_skill_lane_matrix","github_repo",".agents/codex/matrices/DOCUMENT_SKILL_LANE_MATRIX.csv","CANDIDATE_METADATA_ONLY","c7909849985fed46f6d50e93e761b17b6e6ed51106af048c8497a2b952e82fd3","4","capability_control_plane"
"evidence_and_validation_matrix","github_repo",".agents/codex/matrices/EVIDENCE_AND_VALIDATION_MATRIX.csv","CANDIDATE_METADATA_ONLY","7a6099aff41aea68d1a258eccac16b75fc6787105733177d1fa022608056d1d4","26","validation_and_evidence"
"evidence_gap_closure_20260603","github_repo",".agents/codex/matrices/EVIDENCE_GAP_CLOSURE_20260603.csv","CANDIDATE_METADATA_ONLY","a3a6e80fa090ce16cbdd4e59268bc547537228da236edf917eef8fac340073fa","11","validation_and_evidence"
"evidence_readback_registry_20260603","github_repo",".agents/codex/matrices/EVIDENCE_READBACK_REGISTRY_20260603.csv","CANDIDATE_METADATA_ONLY","7bce48b9049b3fd8bb75164f0ad1ace0b809b0e9d9948d80f6dfea85fcae1a88","19","validation_and_evidence"
"frontend_design_lane_matrix","github_repo",".agents/codex/matrices/FRONTEND_DESIGN_LANE_MATRIX.csv","CANDIDATE_METADATA_ONLY","842292afdc1e2aac1d5eaa8b024274403bac4d9890161edb1204e280e4297437","6","governance_matrix"
"github_actions_workflow_matrix","github_repo",".agents/codex/matrices/GITHUB_ACTIONS_WORKFLOW_MATRIX.csv","CANDIDATE_METADATA_ONLY","92b770da37b39aaa8345ac3c26a9ddd7299924c74e3033bf1dceeb068b55992c","1","governance_matrix"
"github_agent_operating_matrix","github_repo",".agents/codex/matrices/GITHUB_AGENT_OPERATING_MATRIX.csv","CANDIDATE_METADATA_ONLY","fce1a08ed95df2ca15ffeea4a7c0318b73de86f79665bace6f2c1cd2fad85aab","14","capability_control_plane"
"github_automation_preflight_matrix","github_repo",".agents/codex/matrices/GITHUB_AUTOMATION_PREFLIGHT_MATRIX.csv","CANDIDATE_METADATA_ONLY","7d79a727c7602973b0c0d902974616d9f0658e373d9c1e26a0debeed1a0f322d","7","governance_matrix"
"github_ci_runner_cache_graph_20260603","github_repo",".agents/codex/matrices/GITHUB_CI_RUNNER_CACHE_GRAPH_20260603.csv","CANDIDATE_METADATA_ONLY","911c82286fe723ce5a9095abcb4be0f0e2a5fb940042def3a4642bf5b9481ed8","8","governance_matrix"
"governed_asset_canonical_inventory","github_repo",".agents/codex/matrices/GOVERNED_ASSET_CANONICAL_INVENTORY.csv","CANDIDATE_METADATA_ONLY","69977f3b0d545741f7f0f34d9672d538d12cd3d36e6afed129a27d89d3460c0a","75","canon_authority_chain"
"live_delta_reconciliation_matrix_20260603","github_repo",".agents/codex/matrices/LIVE_DELTA_RECONCILIATION_MATRIX_20260603.csv","CANDIDATE_METADATA_ONLY","e9312aa849837919dd4d4be4fad9c2de3eb79b3f1f5b48302d9c99844955d932","9","repo_runtime_surface"
"live_surface_gate_matrix_20260603","github_repo",".agents/codex/matrices/LIVE_SURFACE_GATE_MATRIX_20260603.csv","CANDIDATE_METADATA_ONLY","7ffce95720306e3dfc7e45f31c611ae0e78dfad8e4e85468c303ad46dbe22ac9","10","validation_and_evidence"
